"metabolite","beta","se","p_val","p_val_Bonf","p_val_fdr","pval_Bonf_neglog","pval_fdr_neglog","sig_Bonf","sig_fdr","is_continuous","p_val_fdr_named","sig_fdr_named"
"dilinoleoylGPE182182",0.0247772601994537,0.026,0.347177880502802,1,0.880343911274962,0,0.055347635132489,"Not Sig","Not Sig","Dichotomized",0.861515481247694,"Not Sig"
"trimethylurate",0.0047686447927969,0.027,0.859728276837807,1,0.972031010934562,0,0.0123198794534351,"Not Sig","Not Sig","Dichotomized",0.968142946799672,"Not Sig"
"alphahydroxypregnanoloneglucuronide",0.0105385927001918,0.024,0.65947565266147,1,0.972031010934562,0,0.0123198794534351,"Not Sig","Not Sig","Dichotomized",0.951029278925488,"Not Sig"
"alphahydroxypregnenolone3sulfate",0.0303054841751317,0.025,0.227551992521366,1,0.807809573450848,0,0.0926910042580842,"Not Sig","Not Sig","Dichotomized",0.846999083273972,"Not Sig"
"methylurate",0.0268302819477088,0.025,0.285068143493671,1,0.880343911274962,0,0.055347635132489,"Not Sig","Not Sig","Dichotomized",0.861515481247694,"Not Sig"
"stearoylGPG180",-0.00366874154773572,0.028,0.89424776833639,1,0.972031010934562,0,0.0123198794534351,"Not Sig","Not Sig","Dichotomized",0.968142946799672,"Not Sig"
"hydroxypregnenolonemonosulfate1",0.00162786088838539,0.021,0.939243157342966,1,0.972031010934562,0,0.0123198794534351,"Not Sig","Not Sig","Dichotomized",0.968142946799672,"Not Sig"
"acetamidophenolsulfate",-0.0415012332798624,0.025,0.095109915644479,1,0.650741858590249,0,0.186591256628558,"Not Sig","Not Sig","Dichotomized",0.708040483131121,"Not Sig"
"hydroxyphenylpropionate",-0.0179532083305027,0.026,0.485431364687937,1,0.937592257278652,0,0.0279859877541423,"Not Sig","Not Sig","Dichotomized",0.88565454002218,"Not Sig"
"hydroxyphenylpropionatesulfate",0.0155641115040941,0.023,0.505260926902345,1,0.937592257278652,0,0.0279859877541423,"Not Sig","Not Sig","Dichotomized",0.88565454002218,"Not Sig"
"dimethylurate37",0.0320405979369859,0.023,0.170465099555371,1,0.709094051916977,0,0.149296157596086,"Not Sig","Not Sig","Dichotomized",0.715526546415134,"Not Sig"
"acetaminophensulfate",-0.0256478313841686,0.029,0.377810089275578,1,0.899064184815818,0,0.0462093025756744,"Not Sig","Not Sig","Dichotomized",0.874335445651619,"Not Sig"
"acetylphenolsulfate4",-0.00254965423940897,0.025,0.920293813480018,1,0.972031010934562,0,0.0123198794534351,"Not Sig","Not Sig","Dichotomized",0.968142946799672,"Not Sig"
"hydroxyphenylacetate4",0.0167772168488467,0.023,0.457212045618447,1,0.937592257278652,0,0.0279859877541423,"Not Sig","Not Sig","Dichotomized",0.88565454002218,"Not Sig"
"vinylguaiacolsulfate",0.0256353745917622,0.027,0.338306380762437,1,0.880343911274962,0,0.055347635132489,"Not Sig","Not Sig","Dichotomized",0.861515481247694,"Not Sig"
"alphaandrostan3alpha17alphadiolmonosulfate",0.0218978189148581,0.026,0.405212026959242,1,0.899064184815818,0,0.0462093025756744,"Not Sig","Not Sig","Dichotomized",0.874335445651619,"Not Sig"
"alphaandrostan3alpha17betadiol17glucuronide",-0.01467026251379,0.03,0.624151878235425,1,0.972031010934562,0,0.0123198794534351,"Not Sig","Not Sig","Dichotomized",0.950753932817158,"Not Sig"
"alphaandrostan3alpha17betadioldisulfate",-0.00247514174660326,0.028,0.929990833568529,1,0.972031010934562,0,0.0123198794534351,"Not Sig","Not Sig","Dichotomized",0.968142946799672,"Not Sig"
"alphaandrostan3alpha17betadiolmonosulfate2",0.0291145529874505,0.03,0.328621106111333,1,0.880343911274962,0,0.055347635132489,"Not Sig","Not Sig","Dichotomized",0.861515481247694,"Not Sig"
"alphapregnan3alphaorbeta20betadioldisulfate",0.0166061371884318,0.025,0.500877608619111,1,0.937592257278652,0,0.0279859877541423,"Not Sig","Not Sig","Dichotomized",0.88565454002218,"Not Sig"
"hydroxyhexanoate5",0.0129624691442495,0.021,0.540414605759292,1,0.937592257278652,0,0.0279859877541423,"Not Sig","Not Sig","Dichotomized",0.88565454002218,"Not Sig"
"hydroxyindoleacetate",-0.0335826910043841,0.023,0.152047422131852,1,0.709094051916977,0,0.149296157596086,"Not Sig","Not Sig","Dichotomized",0.715526546415134,"Not Sig"
"acesulfame",0.0413498968073137,0.026,0.109984539480042,1,0.650741858590249,0,0.186591256628558,"Not Sig","Not Sig","Dichotomized",0.709917847809501,"Not Sig"
"adenosine35cyclicmonophosphatecAMP",0.00478846743756147,0.022,0.827726120539483,1,0.972031010934562,0,0.0123198794534351,"Not Sig","Not Sig","Dichotomized",0.968142946799672,"Not Sig"
"ADSGEGDFXAEGGGVR",-0.03054267214776,0.025,0.221013173811099,1,0.804714632850669,0,0.0943581014336755,"Not Sig","Not Sig","Dichotomized",0.846999083273972,"Not Sig"
"alphaCEHCglucuronide",-0.00736823384094404,0.024,0.760639064987514,1,0.972031010934562,0,0.0123198794534351,"Not Sig","Not Sig","Dichotomized",0.968142946799672,"Not Sig"
"alphaCEHCsulfate",-0.0391467001826284,0.025,0.116553676506038,1,0.662024882554293,0,0.179125687066431,"Not Sig","Not Sig","Dichotomized",0.709917847809501,"Not Sig"
"benzoylcarnitine",0.0466690817068978,0.026,0.0687753609506144,1,0.650741858590249,0,0.186591256628558,"Not Sig","Not Sig","Dichotomized",0.708040483131121,"Not Sig"
"bradykinindesarg9",0.0242184838518551,0.022,0.276943677401969,1,0.880343911274962,0,0.055347635132489,"Not Sig","Not Sig","Dichotomized",0.861515481247694,"Not Sig"
"caffeicacidsulfate",0.0142125135668155,0.024,0.555186428073606,1,0.937592257278652,0,0.0279859877541423,"Not Sig","Not Sig","Dichotomized",0.88565454002218,"Not Sig"
"campesterol",0.00735497071122083,0.024,0.762810332561046,1,0.972031010934562,0,0.0123198794534351,"Not Sig","Not Sig","Dichotomized",0.968142946799672,"Not Sig"
"chiroinositol",0.0169577141037585,0.022,0.448806860479069,1,0.937592257278652,0,0.0279859877541423,"Not Sig","Not Sig","Dichotomized",0.88565454002218,"Not Sig"
"cotinine",0.0417707579510652,0.023,0.0706274050451482,1,0.650741858590249,0,0.186591256628558,"Not Sig","Not Sig","Dichotomized",0.708040483131121,"Not Sig"
"diacylglycerol16118221601831",0.00336989836193409,0.023,0.884279883196757,1,0.972031010934562,0,0.0123198794534351,"Not Sig","Not Sig","Dichotomized",0.968142946799672,"Not Sig"
